1.830000000000000000e+03	3.799999999999999822e+00
1.831000000000000000e+03	3.799999999999999822e+00
1.832000000000000000e+03	2.600000000000000089e+00
1.833000000000000000e+03	3.100000000000000089e+00
1.834000000000000000e+03	3.100000000000000089e+00
1.835000000000000000e+03	2.700000000000000178e+00
1.836000000000000000e+03	1.500000000000000000e+00
1.837000000000000000e+03	2.899999999999999911e+00
1.838000000000000000e+03	3.200000000000000178e+00
1.839000000000000000e+03	2.500000000000000000e+00
1.840000000000000000e+03	3.600000000000000089e+00
1.841000000000000000e+03	2.700000000000000178e+00
1.842000000000000000e+03	4.299999999999999822e+00
1.843000000000000000e+03	3.000000000000000000e+00
1.844000000000000000e+03	3.399999999999999911e+00
1.845000000000000000e+03	3.600000000000000089e+00
1.846000000000000000e+03	4.299999999999999822e+00
1.847000000000000000e+03	4.500000000000000000e+00
1.848000000000000000e+03	2.299999999999999822e+00
1.849000000000000000e+03	3.299999999999999822e+00
1.850000000000000000e+03	3.200000000000000178e+00
1.851000000000000000e+03	4.099999999999999645e+00
1.852000000000000000e+03	4.000000000000000000e+00
1.853000000000000000e+03	3.100000000000000089e+00
1.854000000000000000e+03	3.000000000000000000e+00
1.855000000000000000e+03	2.600000000000000089e+00
1.856000000000000000e+03	4.000000000000000000e+00
1.857000000000000000e+03	3.399999999999999911e+00
1.858000000000000000e+03	3.299999999999999822e+00
1.859000000000000000e+03	9.000000000000000222e-01
1.860000000000000000e+03	2.500000000000000000e+00
1.861000000000000000e+03	3.600000000000000089e+00
1.862000000000000000e+03	2.899999999999999911e+00
1.863000000000000000e+03	2.000000000000000000e+00
1.864000000000000000e+03	3.899999999999999911e+00
1.865000000000000000e+03	2.399999999999999911e+00
1.866000000000000000e+03	1.000000000000000000e+00
1.867000000000000000e+03	2.399999999999999911e+00
1.868000000000000000e+03	2.799999999999999822e+00
1.869000000000000000e+03	1.699999999999999956e+00
1.870000000000000000e+03	3.799999999999999822e+00
1.871000000000000000e+03	3.299999999999999822e+00
1.872000000000000000e+03	3.299999999999999822e+00
1.873000000000000000e+03	3.000000000000000000e+00
1.874000000000000000e+03	2.000000000000000000e+00
1.875000000000000000e+03	3.899999999999999911e+00
1.876000000000000000e+03	3.299999999999999822e+00
1.877000000000000000e+03	2.299999999999999822e+00
1.878000000000000000e+03	2.700000000000000178e+00
1.879000000000000000e+03	3.399999999999999911e+00
1.880000000000000000e+03	3.799999999999999822e+00
1.881000000000000000e+03	1.500000000000000000e+00
1.882000000000000000e+03	1.800000000000000044e+00
1.883000000000000000e+03	3.500000000000000000e+00
1.884000000000000000e+03	3.700000000000000178e+00
1.885000000000000000e+03	2.100000000000000089e+00
1.886000000000000000e+03	2.100000000000000089e+00
1.887000000000000000e+03	2.399999999999999911e+00
1.888000000000000000e+03	2.899999999999999911e+00
1.889000000000000000e+03	4.000000000000000000e+00
1.890000000000000000e+03	3.799999999999999822e+00
1.891000000000000000e+03	3.700000000000000178e+00
1.892000000000000000e+03	1.300000000000000044e+00
1.893000000000000000e+03	3.200000000000000178e+00
1.894000000000000000e+03	3.899999999999999911e+00
1.895000000000000000e+03	3.500000000000000000e+00
1.896000000000000000e+03	3.100000000000000089e+00
1.897000000000000000e+03	3.399999999999999911e+00
1.898000000000000000e+03	3.100000000000000089e+00
1.899000000000000000e+03	2.700000000000000178e+00
1.900000000000000000e+03	3.399999999999999911e+00
1.901000000000000000e+03	3.799999999999999822e+00
1.902000000000000000e+03	2.700000000000000178e+00
1.903000000000000000e+03	2.399999999999999911e+00
1.904000000000000000e+03	3.000000000000000000e+00
1.905000000000000000e+03	3.500000000000000000e+00
1.906000000000000000e+03	2.899999999999999911e+00
1.907000000000000000e+03	2.500000000000000000e+00
1.908000000000000000e+03	4.099999999999999645e+00
1.909000000000000000e+03	3.600000000000000089e+00
1.910000000000000000e+03	2.799999999999999822e+00
1.911000000000000000e+03	3.399999999999999911e+00
1.912000000000000000e+03	3.500000000000000000e+00
1.913000000000000000e+03	3.500000000000000000e+00
1.914000000000000000e+03	2.600000000000000089e+00
1.915000000000000000e+03	3.600000000000000089e+00
1.916000000000000000e+03	3.299999999999999822e+00
1.917000000000000000e+03	2.600000000000000089e+00
1.918000000000000000e+03	2.200000000000000178e+00
1.919000000000000000e+03	2.600000000000000089e+00
1.920000000000000000e+03	3.000000000000000000e+00
1.921000000000000000e+03	2.899999999999999911e+00
1.922000000000000000e+03	3.600000000000000089e+00
1.923000000000000000e+03	3.299999999999999822e+00
1.924000000000000000e+03	3.299999999999999822e+00
1.925000000000000000e+03	3.399999999999999911e+00
1.926000000000000000e+03	4.000000000000000000e+00
1.927000000000000000e+03	4.099999999999999645e+00
1.928000000000000000e+03	4.799999999999999822e+00
1.929000000000000000e+03	4.599999999999999645e+00
1.930000000000000000e+03	3.700000000000000178e+00
1.931000000000000000e+03	3.799999999999999822e+00
1.932000000000000000e+03	4.599999999999999645e+00
1.933000000000000000e+03	5.099999999999999645e+00
1.934000000000000000e+03	4.099999999999999645e+00
1.935000000000000000e+03	4.000000000000000000e+00
1.936000000000000000e+03	3.899999999999999911e+00
1.937000000000000000e+03	4.099999999999999645e+00
1.938000000000000000e+03	4.200000000000000178e+00
1.939000000000000000e+03	5.099999999999999645e+00
1.940000000000000000e+03	4.000000000000000000e+00
1.941000000000000000e+03	5.200000000000000178e+00
1.942000000000000000e+03	4.500000000000000000e+00
1.943000000000000000e+03	3.299999999999999822e+00
1.944000000000000000e+03	3.700000000000000178e+00
1.945000000000000000e+03	4.900000000000000355e+00
1.946000000000000000e+03	5.099999999999999645e+00
1.947000000000000000e+03	4.000000000000000000e+00
1.948000000000000000e+03	4.099999999999999645e+00
1.949000000000000000e+03	3.200000000000000178e+00
1.950000000000000000e+03	3.899999999999999911e+00
1.951000000000000000e+03	3.399999999999999911e+00
1.952000000000000000e+03	3.600000000000000089e+00
1.953000000000000000e+03	4.400000000000000355e+00
1.954000000000000000e+03	3.899999999999999911e+00
1.955000000000000000e+03	3.600000000000000089e+00
1.956000000000000000e+03	4.400000000000000355e+00
1.957000000000000000e+03	4.200000000000000178e+00
1.958000000000000000e+03	3.899999999999999911e+00
1.959000000000000000e+03	4.200000000000000178e+00
1.960000000000000000e+03	4.799999999999999822e+00
1.961000000000000000e+03	4.200000000000000178e+00
1.962000000000000000e+03	3.799999999999999822e+00
1.963000000000000000e+03	3.700000000000000178e+00
1.964000000000000000e+03	4.799999999999999822e+00
1.965000000000000000e+03	3.899999999999999911e+00
1.966000000000000000e+03	3.000000000000000000e+00
1.967000000000000000e+03	3.000000000000000000e+00
1.968000000000000000e+03	3.200000000000000178e+00
1.969000000000000000e+03	2.600000000000000089e+00
1.970000000000000000e+03	3.000000000000000000e+00
1.971000000000000000e+03	3.100000000000000089e+00
1.972000000000000000e+03	4.299999999999999822e+00
1.973000000000000000e+03	3.100000000000000089e+00
1.974000000000000000e+03	4.299999999999999822e+00
1.975000000000000000e+03	3.299999999999999822e+00
1.976000000000000000e+03	4.000000000000000000e+00
1.977000000000000000e+03	3.600000000000000089e+00
1.978000000000000000e+03	3.799999999999999822e+00
1.979000000000000000e+03	2.299999999999999822e+00
1.980000000000000000e+03	3.799999999999999822e+00
1.981000000000000000e+03	2.500000000000000000e+00
1.982000000000000000e+03	3.200000000000000178e+00
1.983000000000000000e+03	2.600000000000000089e+00
1.984000000000000000e+03	3.600000000000000089e+00
1.985000000000000000e+03	3.799999999999999822e+00
1.986000000000000000e+03	3.500000000000000000e+00
1.987000000000000000e+03	4.700000000000000178e+00
1.988000000000000000e+03	3.299999999999999822e+00
1.989000000000000000e+03	3.399999999999999911e+00
1.990000000000000000e+03	3.899999999999999911e+00
1.991000000000000000e+03	4.500000000000000000e+00
1.992000000000000000e+03	3.899999999999999911e+00
1.993000000000000000e+03	3.799999999999999822e+00
1.994000000000000000e+03	3.399999999999999911e+00
1.995000000000000000e+03	3.000000000000000000e+00
1.996000000000000000e+03	4.400000000000000355e+00
1.997000000000000000e+03	4.099999999999999645e+00
1.998000000000000000e+03	3.700000000000000178e+00
1.999000000000000000e+03	3.799999999999999822e+00
2.000000000000000000e+03	4.099999999999999645e+00
2.001000000000000000e+03	4.299999999999999822e+00
2.002000000000000000e+03	4.299999999999999822e+00
2.003000000000000000e+03	5.400000000000000355e+00
2.004000000000000000e+03	4.900000000000000355e+00
2.005000000000000000e+03	4.299999999999999822e+00
2.006000000000000000e+03	4.599999999999999645e+00
2.007000000000000000e+03	4.799999999999999822e+00
2.008000000000000000e+03	4.700000000000000178e+00
2.009000000000000000e+03	4.700000000000000178e+00
2.010000000000000000e+03	5.299999999999999822e+00
2.011000000000000000e+03	4.500000000000000000e+00
2.012000000000000000e+03	5.000000000000000000e+00
2.013000000000000000e+03	4.400000000000000355e+00
2.014000000000000000e+03	5.299999999999999822e+00
2.015000000000000000e+03	4.099999999999999645e+00
2.016000000000000000e+03	5.500000000000000000e+00
2.017000000000000000e+03	4.900000000000000355e+00
2.018000000000000000e+03	4.500000000000000000e+00
